#Freeway,Station,Lanetype,Absolute_Postmile,Lanes,Direction,District,Name,California_Postmile,Latitude,Longitude
SR55-S,1213275,HOV,15.202,1,d,12,KATELLA 1,15.22,33.809605,-117.832031
SR55-N,1203428,ML,15.202,4,a,12,KATELLA,15.22,33.809608,-117.831849
SR55-S,1213274,ML,15.202,4,d,12,KATELLA 1,15.22,33.809605,-117.832031
SR57-N,763551,HOV,15.217,1,a,7,PATHFINDER,R3.4,33.988721,-117.842841
SR57-N,763553,ML,15.217,4,a,7,PATHFINDER,R3.4,33.988721,-117.842841
SR91-W,1203481,ML,15.229,4,d,12,ORANGETHORPE,R.49,33.859047,-118.034214
I110-S,772075,HOV,15.29,2,d,7,94TH,15.36,33.95115,-118.280258
I110-S,716500,ML,15.29,6,d,7,94TH,15.36,33.95115,-118.280258
I105-E,760293,HOV,15.3,1,a,7,GARDENDALE,R15.3,33.912739,-118.148633
I105-W,760403,HOV,15.3,1,d,7,GARDENDALE,R15.3,33.913023,-118.148672
I105-E,716460,ML,15.3,3,a,7,GARDENDALE,R15.3,33.912739,-118.148633
I105-W,716461,ML,15.3,3,d,7,GARDENDALE,R15.3,33.913023,-118.148672
SR91-E,1211862,HOV,15.339,1,a,12,ORANGETHORPE,R.6,33.858147,-118.032578
SR91-E,1203495,ML,15.339,4,a,12,ORANGETHORPE,R.6,33.858147,-118.032578
SR55-N,1212915,HOV,15.382,1,a,12,KATELLA  2,15.4,33.812203,-117.831905
SR55-N,1212916,ML,15.382,5,a,12,KATELLA  2,15.4,33.812203,-117.831905
I605-N,762624,HOV,15.532,1,a,7,WHITTIER 1,R13.48,33.992148,-118.069414
I605-S,717908,HOV,15.532,1,d,7,WHITTIER 1,R13.48,33.992205,-118.069649
I605-N,717906,ML,15.532,4,a,7,WHITTIER 1,R13.48,33.992148,-118.069414
I605-S,717907,ML,15.532,4,d,7,WHITTIER 1,R13.48,33.992205,-118.069649
SR60-E,773425,HOV,15.541,1,a,7,E/O TURNBULL CYN RD,15.4,34.009557,-117.973378
SR60-W,773423,HOV,15.541,1,d,7,E/O TURNBULL CYN RD,15.4,34.009709,-117.973312
SR60-E,773424,ML,15.541,4,a,7,E/O TURNBULL CYN RD,15.4,34.009557,-117.973378
SR60-W,773422,ML,15.541,4,d,7,E/O TURNBULL CYN RD,15.4,34.009709,-117.973312
I105-E,760303,HOV,15.6,1,a,7,LAKEWOOD 1,R15.6,33.9129,-118.143428
I105-W,760395,HOV,15.6,1,d,7,LAKEWOOD 1,R15.6,33.913204,-118.143449
I105-E,760301,ML,15.6,3,a,7,LAKEWOOD 1,R15.6,33.9129,-118.143428
I105-W,760398,ML,15.6,3,d,7,LAKEWOOD 1,R15.6,33.913204,-118.143449
I405-N,1209292,HOV,15.64,1,a,12,NEWLAND,15.87,33.726501,-117.980188
I405-S,1209290,HOV,15.64,1,d,12,NEWLAND,15.87,33.726331,-117.98041
I405-N,1209291,ML,15.64,4,a,12,NEWLAND,15.87,33.726501,-117.980188
I405-S,1209289,ML,15.64,4,d,12,NEWLAND,15.87,33.726331,-117.98041
I605-S,762681,HOV,15.664,1,d,7,WHITTIER 2,R13.612,33.994073,-118.069196
I605-S,717912,ML,15.664,4,d,7,WHITTIER 2,R13.612,33.994073,-118.069196
I605-N,717910,HOV,15.7,1,a,7,WHITTIER 2,R13.648,33.994533,-118.068855
I605-N,717909,ML,15.7,4,a,7,WHITTIER 2,R13.648,33.994533,-118.068855
SR91-E,1211942,HOV,15.739,1,a,12,VALLEY VIEW,R1,33.856083,-118.026091
SR91-W,1211943,HOV,15.739,1,d,12,VALLEY VIEW,R1,33.856241,-118.026045
SR91-E,1203506,ML,15.739,4,a,12,VALLEY VIEW,R1,33.856083,-118.026091
SR91-W,1203513,ML,15.739,4,d,12,VALLEY VIEW,R1,33.856241,-118.026045
SR55-N,1212900,HOV,15.782,1,a,12,TAFT,15.8,33.817981,-117.831919
SR55-S,1212902,HOV,15.782,1,d,12,TAFT,15.8,33.817979,-117.832098
SR55-N,1212901,ML,15.782,4,a,12,TAFT,15.8,33.817981,-117.831919
SR55-S,1212903,ML,15.782,4,d,12,TAFT,15.8,33.817979,-117.832098
US50-E,318872,HOV,15.804,1,a,3,White Rock Rd.,R10.17,38.58427,-121.29827
US50-W,318869,HOV,15.804,1,d,3,White Rock Rd.,R10.17,38.584416,-121.298381
US50-E,313658,ML,15.804,5,a,3,White Rock Rd.,R10.17,38.58427,-121.29827
US50-W,313652,ML,15.804,5,d,3,White Rock Rd.,R10.17,38.584416,-121.298381
I110-N,763389,HOV,15.81,2,a,7,MANCHESTER1,15.88,33.958618,-118.280545
I110-S,763291,HOV,15.81,2,d,7,MANCHESTER1,15.88,33.958616,-118.281057
I110-N,763392,ML,15.81,4,a,7,MANCHESTER1,15.88,33.958618,-118.280545
I110-S,763294,ML,15.81,4,d,7,MANCHESTER1,15.88,33.958616,-118.281057
I105-E,760314,HOV,15.9,1,a,7,LAKEWOOD 2,R15.9,33.91291,-118.138216
I105-E,760315,ML,15.9,4,a,7,LAKEWOOD 2,R15.9,33.91291,-118.138216
I110-N,763397,HOV,15.95,2,a,7,MANCHESTER2,16.02,33.960648,-118.280531
I110-N,763400,ML,15.95,4,a,7,MANCHESTER2,16.02,33.960648,-118.280531
I105-W,760387,HOV,16,1,d,7,HANWELL,R16,33.913209,-118.136477
I105-W,760384,ML,16,3,d,7,HANWELL,R16,33.913209,-118.136477
I405-S,1201765,HOV,16.03,1,d,12,EDINGER,16.26,33.72995,-117.98561
I405-S,1201767,ML,16.03,5,d,12,EDINGER,16.26,33.72995,-117.98561
SR91-E,1213889,HOV,16.059,1,a,12,HOLDER,R1.32,33.855843,-118.020532
SR91-W,1213890,HOV,16.059,1,d,12,HOLDER,R1.32,33.856023,-118.020493
SR91-E,1213891,ML,16.059,4,a,12,HOLDER,R1.32,33.855843,-118.020532
SR91-W,1213892,ML,16.059,4,d,12,HOLDER,R1.32,33.856023,-118.020493
I110-S,763283,HOV,16.09,2,d,7,MANCHESTER2,16.16,33.962692,-118.280984
I110-S,763286,ML,16.09,4,d,7,MANCHESTER2,16.16,33.962692,-118.280984
I405-N,1201785,HOV,16.29,1,a,12,BEACH 1,16.52,33.732527,-117.988885
I405-N,1201787,ML,16.29,4,a,12,BEACH 1,16.52,33.732527,-117.988885
I105-E,760320,HOV,16.3,1,a,7,W/O ARDIS,R16.3,33.912952,-118.131271
I105-E,716466,ML,16.3,3,a,7,ARDIS,R16.3,33.912952,-118.131271
I605-N,717920,HOV,16.359,1,a,7,BEVERLY 1,R14.307,34.003288,-118.064985
I605-N,717915,ML,16.359,4,a,7,BEVERLY 1,R14.307,34.003288,-118.064985
I405-S,1201803,HOV,16.37,1,d,12,BEACH 1,16.6,33.733102,-117.990146
I405-S,1201805,ML,16.37,4,d,12,BEACH 1,16.6,33.733102,-117.990146
SR91-W,1218123,HOV,16.429,1,d,12,KNOTT 1,R1.69,33.856065,-118.014055
SR91-W,1203524,ML,16.429,4,d,12,KNOTT 1,R1.69,33.856065,-118.014055
I605-S,717916,HOV,16.442,1,d,7,BEVERLY 1,R14.39,34.004272,-118.064134
I605-S,717914,ML,16.442,4,d,7,BEVERLY 1,R14.39,34.004272,-118.064134
I605-S,764019,HOV,16.492,1,d,7,BEVERLY 2,R14.44,34.004792,-118.063514
I605-S,764021,ML,16.492,4,d,7,BEVERLY 2,R14.44,34.004792,-118.063514
I105-W,760380,HOV,16.5,1,d,7,BELLFLOWER 1,R16.5,33.913234,-118.12779
I105-W,760375,ML,16.5,4,d,7,BELLFLOWER 1,R16.5,33.913234,-118.12779
I110-S,763272,HOV,16.51,2,d,7,76TH,16.58,33.968828,-118.28101
I110-S,763275,ML,16.51,4,d,7,76TH,16.58,33.968828,-118.28101
I405-N,1201821,HOV,16.53,1,a,12,BEACH 2,16.76,33.734759,-117.992088
I405-N,1201823,ML,16.53,4,a,12,BEACH 2,16.76,33.734759,-117.992088
SR91-E,1212126,HOV,16.549,1,a,12,KNOTT 1,R1.81,33.855903,-118.011986
SR91-E,1203536,ML,16.549,4,a,12,KNOTT 1,R1.81,33.855903,-118.011986
I605-N,762627,HOV,16.562,1,a,7,BEVERLY 2,R14.51,34.005361,-118.06248
I605-N,717922,ML,16.562,4,a,7,BEVERLY 2,R14.51,34.005361,-118.06248
SR55-S,1213246,HOV,16.692,1,d,12,LINCOLN 1,16.71,33.830875,-117.834539
SR55-S,1203440,ML,16.692,4,d,12,LINCOLN 1,16.71,33.830875,-117.834539
SR91-E,1212124,HOV,16.729,1,a,12,KNOTT 2,R1.99,33.855926,-118.008847
SR91-W,1211922,HOV,16.729,1,d,12,KNOTT 2,R1.99,33.856125,-118.008835
SR91-E,1203561,ML,16.729,4,a,12,KNOTT 2,R1.99,33.855926,-118.008847
SR91-W,1203549,ML,16.729,4,d,12,KNOTT 2,R1.99,33.856125,-118.008835
I10-E,762404,HOV,16.759,1,a,7,ECHANDIA,S.52,34.055167,-118.216535
I10-W,762405,HOV,16.759,1,d,7,ECHANDIA,S.52,34.055356,-118.216546
I10-E,716028,ML,16.759,3,a,7,ECHANDIA,S.52,34.055167,-118.216535
I10-W,717047,ML,16.759,3,d,7,ECHANDIA,S.52,34.055356,-118.216546
I105-E,760329,HOV,16.8,1,a,7,BELLFLOWER 2,R16.8,33.91319,-118.122603
I105-W,760333,HOV,16.8,1,d,7,BELLFLOWER 2,R16.8,33.91352,-118.122596
I105-E,760330,ML,16.8,3,a,7,BELLFLOWER 2,R16.8,33.91319,-118.122603
I105-W,760369,ML,16.8,4,d,7,BELLFLOWER 2,R16.8,33.91352,-118.122596
I605-N,762631,HOV,16.942,1,a,7,NOYES,R14.89,34.009316,-118.057906
I605-S,762629,HOV,16.942,1,d,7,NOYES,R14.89,34.009472,-118.058066
I605-N,716819,ML,16.942,4,a,7,NOYES,R14.89,34.009316,-118.057906
I605-S,717924,ML,16.942,4,d,7,NOYES,R14.89,34.009472,-118.058066
I10-W,762472,HOV,17,1,d,7,BUS STATE,18.5,34.055122,-118.212293
I10-W,737329,ML,17,3,d,7,BUS STATE,18.5,34.055122,-118.212293
I110-N,763405,HOV,17.06,2,a,7,FLORENCE,17.13,33.976848,-118.280643
I110-N,763408,ML,17.06,4,a,7,FLORENCE,17.13,33.976848,-118.280643
SR60-E,773477,HOV,17.141,1,a,7,W/O AZUSA 1,17,34.001559,-117.94716
SR60-W,773478,HOV,17.141,1,d,7,W/O AZUSA 1,17,34.001722,-117.947119
SR60-E,773473,ML,17.141,4,a,7,W/O AZUSA 1,17,34.001559,-117.94716
SR60-W,773474,ML,17.141,4,d,7,W/O AZUSA 1,17,34.001722,-117.947119
I405-N,1209455,HOV,17.22,1,a,12,MCFADDEN,17.45,33.741558,-118.000892
I405-S,1209453,HOV,17.22,1,d,12,MCFADDEN,17.45,33.741404,-118.001036
I405-N,1209454,ML,17.22,4,a,12,MCFADDEN,17.45,33.741558,-118.000892
I405-S,1209452,ML,17.22,4,d,12,MCFADDEN,17.45,33.741404,-118.001036
I10-E,762408,HOV,17.25,1,a,7,SAINT LOUIS,18.75,34.053806,-118.208214
I10-W,762409,HOV,17.25,1,d,7,SAINT LOUIS,18.75,34.053995,-118.208218
I10-E,716069,ML,17.25,4,a,7,SAINT LOUIS,18.75,34.053806,-118.208214
I10-W,717052,ML,17.25,4,d,7,SAINT LOUIS,18.75,34.053995,-118.208218
I110-S,763264,HOV,17.29,2,d,7,GAGE,17.36,33.980182,-118.281036
I110-S,763267,ML,17.29,4,d,7,GAGE,17.36,33.980182,-118.281036
I105-E,760344,HOV,17.3,1,a,7,CARFAX,R17.3,33.913689,-118.113948
I105-W,760345,HOV,17.3,1,d,7,CARFAX,R17.3,33.914009,-118.113945
I105-E,716470,ML,17.3,4,a,7,CARFAX,R17.3,33.913689,-118.113948
I105-W,716471,ML,17.3,4,d,7,CARFAX,R17.3,33.914009,-118.113945
SR91-E,1212760,HOV,17.319,1,a,12,BEACH 1,R2.58,33.855997,-117.998577
SR91-E,1203589,ML,17.319,4,a,12,BEACH 1,R2.58,33.855997,-117.998577
I10-W,717056,HOV,17.4,1,d,7,SOTO,18.9,34.053753,-118.205692
I10-W,717055,ML,17.4,4,d,7,SOTO,18.9,34.053753,-118.205692
I405-S,1201837,HOV,17.43,1,d,12,BOLSA,17.66,33.743534,-118.003642
I405-S,1201839,ML,17.43,4,d,12,BOLSA,17.66,33.743534,-118.003642
SR91-E,1212767,HOV,17.499,1,a,12,BEACH 2,R2.76,33.856024,-117.995448
SR91-E,1203615,ML,17.499,4,a,12,BEACH 2,R2.76,33.856024,-117.995448
I605-N,762686,HOV,17.508,1,a,7,ROSE HILL1,R15.456,34.01677,-118.05412
I605-N,717926,ML,17.508,4,a,7,ROSE HILL1,R15.456,34.01677,-118.05412
I10-E,762438,HOV,17.53,1,a,7,SOTO,19.03,34.05411,-118.203478
I10-E,716072,ML,17.53,6,a,7,SOTO,19.03,34.05411,-118.203478
I605-S,762685,HOV,17.532,1,d,7,ROSE HILL1,R15.48,34.01717,-118.05398
I605-S,717925,ML,17.532,4,d,7,ROSE HILL1,R15.48,34.01717,-118.05398
SR60-E,773493,HOV,17.541,1,a,7,W/O AZUSA 2,17.4,33.999541,-117.940612
SR60-W,773491,HOV,17.541,1,d,7,W/O AZUSA 2,17.4,33.999699,-117.94058
SR60-E,773492,ML,17.541,4,a,7,W/O AZUSA 2,17.4,33.999541,-117.940612
SR60-W,773490,ML,17.541,4,d,7,W/O AZUSA 2,17.4,33.999699,-117.94058
I110-N,763416,HOV,17.61,2,a,7,GAGE,17.68,33.984847,-118.280312
I110-N,763419,ML,17.61,4,a,7,GAGE,17.68,33.984847,-118.280312
I405-N,1201851,HOV,17.69,1,a,12,GOLDEN WEST,17.92,33.746378,-118.00667
I405-N,1201853,ML,17.69,4,a,12,GOLDEN WEST,17.92,33.746378,-118.00667
I605-N,762634,HOV,17.712,1,a,7,ROSE HILL2,R15.66,34.018698,-118.051437
I605-S,763475,HOV,17.712,1,d,7,ROSE HILL2,R15.66,34.01886,-118.051593
I605-N,717929,ML,17.712,4,a,7,ROSE HILL2,R15.66,34.018698,-118.051437
I605-S,717930,ML,17.712,4,d,7,ROSE HILL2,R15.66,34.01886,-118.051593
SR91-E,1214065,HOV,17.739,1,a,12,E OF STANTON,R3,33.856035,-117.991253
SR91-W,1214064,HOV,17.739,1,d,12,E OF STANTON,R3,33.85622,-117.991257
SR91-E,1214063,ML,17.739,5,a,12,E OF STANTON,R3,33.856035,-117.991253
SR91-W,1214062,ML,17.739,5,d,12,E OF STANTON,R3,33.85622,-117.991257
I405-S,1201865,HOV,17.75,1,d,12,GOLDEN WEST,17.98,33.7468,-118.007585
I405-S,1201867,ML,17.75,4,d,12,GOLDEN WEST,17.98,33.7468,-118.007585
I10-E,762410,HOV,17.81,1,a,7,TREMONT,19.31,34.055193,-118.198785
I10-W,762413,HOV,17.81,1,d,7,TREMONT,19.31,34.055448,-118.19888
I110-S,763256,HOV,17.81,2,d,7,SLAUSON,17.88,33.987824,-118.280807
I10-E,717059,ML,17.81,6,a,7,TREMONT,19.31,34.055193,-118.198785
I10-W,717060,ML,17.81,6,d,7,TREMONT,19.31,34.055448,-118.19888
I110-S,763259,ML,17.81,4,d,7,SLAUSON,17.88,33.987824,-118.280807
I110-N,762508,HOV,17.9,2,a,7,SLAUSON,17.97,33.989159,-118.280238
I110-N,718164,ML,17.9,4,a,7,SLAUSON,17.97,33.989159,-118.280238
US50-E,315894,HOV,18.07,1,a,3,SB Sunrise Blvd.,12.4,38.60825,-121.271899
US50-E,314042,ML,18.07,3,a,3,SB Sunrise Blvd.,12.4,38.60825,-121.271899
SR101-S,774081,HOV,18.117,1,d,7,GREENLEAF/SEPULVEDA,16.8,34.159355,-118.463521
SR101-S,717813,ML,18.117,3,d,7,GREENLEAF/SEPULVEDA,16.8,34.159355,-118.463521
SR91-E,1214122,HOV,18.139,1,a,12,W OF 5,R3.4,33.856265,-117.984237
SR91-W,1214121,HOV,18.139,1,d,12,W OF 5,R3.4,33.856869,-117.984356
SR91-E,1214118,ML,18.139,3,a,12,W OF 5,R3.4,33.856265,-117.984237
SR91-W,1214117,ML,18.139,3,d,12,W OF 5,R3.4,33.856869,-117.984356
I10-E,762422,HOV,18.16,1,a,7,INDIANA,19.66,34.055306,-118.192689
I10-W,762423,HOV,18.16,1,d,7,INDIANA,19.66,34.055573,-118.192729
I10-E,716075,ML,18.16,6,a,7,INDIANA,19.66,34.055306,-118.192689
I10-W,716076,ML,18.16,6,d,7,INDIANA,19.66,34.055573,-118.192729
SR14-S,766996,HOV,18.163,1,d,7,ESCONDIDO CANYON RD,43,34.488826,-118.286572
SR14-S,766749,ML,18.163,2,d,7,ESCONDIDO CANYON RD,43,34.488826,-118.286572
SR101-N,768633,HOV,18.176,1,a,7,GREENLEAF/SEPULVEDA,16.8,34.159521,-118.463448
SR101-N,768634,ML,18.176,5,a,7,GREENLEAF/SEPULVEDA,16.8,34.159521,-118.463448
US50-E,315895,HOV,18.27,1,a,3,NB Sunrise Blvd.,12.6,38.609583,-121.268647
US50-E,314036,ML,18.27,3,a,3,NB Sunrise Blvd.,12.6,38.609583,-121.268647
I405-N,1209307,HOV,18.42,1,a,12,EDWARDS,18.65,33.753877,-118.015604
I405-S,1209305,HOV,18.42,1,d,12,EDWARDS,18.65,33.753648,-118.015834
I405-N,1209306,ML,18.42,4,a,12,EDWARDS,18.65,33.753877,-118.015604
I405-S,1209304,ML,18.42,4,d,12,EDWARDS,18.65,33.753648,-118.015834
I10-E,765508,HOV,18.55,1,a,7,HERBERT,20.05,34.055285,-118.185874
I10-W,762432,HOV,18.55,1,d,7,HERBERT,20.05,34.055551,-118.185914
I10-E,716078,ML,18.55,6,a,7,HERBERT,20.05,34.055285,-118.185874
I10-W,718020,ML,18.55,6,d,7,HERBERT,20.05,34.055551,-118.185914
SR91-W,1203631,ML,18.609,3,d,12,MAGNOLIA,R3.87,33.857654,-117.976502
I605-N,717938,HOV,18.632,1,a,7,PECK 1,R16.58,34.026653,-118.038537
I605-S,717935,HOV,18.632,1,d,7,PECK 1,R16.58,34.026807,-118.038666
I605-N,717934,ML,18.632,4,a,7,PECK 1,R16.58,34.026653,-118.038537
I605-S,717933,ML,18.632,4,d,7,PECK 1,R16.58,34.026807,-118.038666
SR60-E,773521,HOV,18.641,1,a,7,E/O AZUSA 2,18.5,33.995684,-117.922099
SR60-W,773523,HOV,18.641,1,d,7,E/O AZUSA 2,18.5,33.995952,-117.922059
SR60-E,773520,ML,18.641,4,a,7,E/O AZUSA 2,18.5,33.995684,-117.922099
SR60-W,773522,ML,18.641,4,d,7,E/O AZUSA 2,18.5,33.995952,-117.922059
SR14-N,766965,HOV,18.663,1,a,7,ESCONDIDO CANYON RD,43.5,34.493332,-118.280287
SR14-N,766758,ML,18.663,3,a,7,ESCONDIDO CANYON RD,43.5,34.493332,-118.280287
I605-N,762637,HOV,18.812,1,a,7,PECK 2,R16.76,34.028108,-118.035925
I605-S,762688,HOV,18.812,1,d,7,PECK 2,R16.76,34.028263,-118.036063
I605-N,717940,ML,18.812,5,a,7,PECK 2,R16.76,34.028108,-118.035925
I605-S,717942,ML,18.812,4,d,7,PECK 2,R16.76,34.028263,-118.036063
I405-S,1201881,HOV,18.82,1,d,12,WESTMINSTER,19.05,33.757778,-118.020707
I405-S,1201883,ML,18.82,4,d,12,WESTMINSTER,19.05,33.757778,-118.020707
SR91-E,1213424,HOV,18.823,1,a,12,MAGNOLIA,0.45,33.856043,-117.972438
SR91-E,1203642,ML,18.823,4,a,12,MAGNOLIA,0.45,33.856043,-117.972438
SR91-W,1213425,HOV,18.863,1,d,12,MAGNOLIA,0.45,33.856235,-117.972391
I405-N,1201897,HOV,19.01,1,a,12,WESTMINSTER,19.24,33.759918,-118.022852
I405-N,1201899,ML,19.01,4,a,12,WESTMINISTER,19.24,33.759918,-118.022852
SR91-E,1214067,HOV,19.133,1,a,12,GILBERT,0.76,33.854376,-117.967371
SR91-E,1203654,ML,19.133,4,a,12,GILBERT,0.76,33.854376,-117.967371
I605-N,762640,HOV,19.152,1,a,7,S OF 60,R17.1,34.030914,-118.031047
I605-S,762641,HOV,19.152,1,d,7,S OF 60,R17.1,34.031082,-118.03122
I605-N,716829,ML,19.152,3,a,7,S OF 60,R17.1,34.030914,-118.031047
I605-S,717943,ML,19.152,3,d,7,S OF 60,R17.1,34.031082,-118.03122
I10-W,762474,HOV,19.16,1,d,7,MILLER,20.66,34.059334,-118.176508
I10-W,718332,ML,19.16,4,d,7,MILLER,20.66,34.059334,-118.176508
SR91-W,1214066,HOV,19.173,1,d,12,GILBERT,0.76,33.854549,-117.967351
SR91-W,1203649,ML,19.173,4,d,12,GILBERT,0.76,33.854549,-117.967351
I10-E,762435,HOV,19.29,1,a,7,EASTERN,20.79,34.059959,-118.174416
I10-W,762436,HOV,19.29,1,d,7,EASTERN,20.79,34.060186,-118.174504
I10-E,716081,ML,19.29,4,a,7,EASTERN,20.79,34.059959,-118.174416
I10-W,717065,ML,19.29,4,d,7,EASTERN,20.79,34.060186,-118.174504
I405-N,1209322,HOV,19.41,1,a,12,SPRINGDALE,19.64,33.764018,-118.027757
I405-S,1209320,HOV,19.41,1,d,12,SPRINGDALE,19.64,33.763829,-118.027947
I405-N,1209321,ML,19.41,4,a,12,SPRINGDALE,19.64,33.764018,-118.027757
I405-S,1209319,ML,19.41,4,d,12,SPRINGDALE,19.64,33.763829,-118.027947
SR91-W,1213782,HOV,19.533,1,d,12,BROOKHURST,1.12,33.853951,-117.961157
SR91-W,1203665,ML,19.533,3,d,12,BROOKHURST,1.12,33.853951,-117.961157
I10-E,762441,HOV,19.54,1,a,7,CAMPUS,21.04,34.061366,-118.170554
I10-E,737344,ML,19.54,4,a,7,CAMPUS,21.04,34.061366,-118.170554
I110-S,763243,HOV,19.73,2,d,7,EXPOSITION1,19.8,34.015503,-118.281106
I110-S,763246,ML,19.73,4,d,7,EXPOSITION1,19.8,34.015503,-118.281106
SR91-E,1212770,HOV,19.743,1,a,12,BROOKHURST,1.37,33.853902,-117.95679
SR91-E,1203679,ML,19.743,4,a,12,BROOKHURST,1.37,33.853902,-117.95679
I10-E,762445,HOV,19.75,1,a,7,W OF 710,21.25,34.061277,-118.167246
I10-E,717070,ML,19.75,4,a,7,W OF 710,21.25,34.061277,-118.167246
I10-W,762476,HOV,19.76,1,d,7,RT 710 CN,21.26,34.061419,-118.16711
I10-W,768972,ML,19.76,4,d,7,RT 710 CN,21.26,34.061419,-118.16711
I110-N,763444,HOV,19.93,2,a,7,EXPOSITION2,20,34.018144,-118.279568
I110-S,764427,HOV,19.93,2,d,7,EXPOSITION2,20,34.018314,-118.280127
I110-N,763439,ML,19.93,4,a,7,EXPOSITION2,20,34.018144,-118.279568
I110-S,763447,ML,19.93,5,d,7,EXPOSITION2,20,34.018314,-118.280127
SR60-E,773506,HOV,20.041,1,a,7,E/O FULLERTON,19.9,33.994094,-117.897858
SR60-E,773507,ML,20.041,4,a,7,E/O FULLERTON,19.9,33.994094,-117.897858
I405-N,1209335,HOV,20.1,1,a,12,BRYANT,20.33,33.771093,-118.03622
I405-S,1209337,HOV,20.1,1,d,12,BRYANT,20.33,33.770886,-118.036435
I405-N,1209334,ML,20.1,4,a,12,BRYANT,20.33,33.771093,-118.03622
I405-S,1209336,ML,20.1,4,d,12,BRYANT,20.33,33.770886,-118.036435
I10-W,762480,HOV,20.22,2,d,7,WINTHROPE,21.72,34.063934,-118.160163
I10-W,717071,ML,20.22,3,d,7,WINTHROPE,21.72,34.063934,-118.160163
I405-S,1201909,HOV,20.46,1,d,12,BOLSA CHICA,20.69,33.77403,-118.041297
I405-S,1201911,ML,20.46,4,d,12,BOLSA CHICA,20.69,33.77403,-118.041297
I10-E,762447,HOV,20.51,1,a,7,WARWICK,22.01,34.065882,-118.155495
I10-E,716087,ML,20.51,5,a,7,WARWICK,22.01,34.065882,-118.155495
SR91-W,1213780,HOV,20.523,1,d,12,EUCLID,2.11,33.854189,-117.943925
SR91-W,1203692,ML,20.523,3,d,12,EUCLID,2.11,33.854189,-117.943925
I10-W,762482,HOV,20.53,1,d,7,WARWICK,22.03,34.066326,-118.155441
I10-W,716088,ML,20.53,4,d,7,WARWICK,22.03,34.066326,-118.155441
I405-N,1201921,HOV,20.65,1,a,12,S OF 22,20.88,33.774847,-118.044198
I405-N,1201923,ML,20.65,4,a,12,S OF 22,20.88,33.774847,-118.044198
SR91-E,1212773,HOV,20.773,1,a,12,EUCLID,2.4,33.854029,-117.938876
SR91-E,1203704,ML,20.773,4,a,12,EUCLID,2.4,33.854029,-117.938876
I10-W,762484,HOV,20.8,1,d,7,HELLMAN,22.3,34.068501,-118.151418
I10-W,717073,ML,20.8,4,d,7,HELLMAN,22.3,34.068501,-118.151418
SR60-E,773536,HOV,21.141,1,a,7,W/O FAIRWAY DR,21,33.994885,-117.878772
SR60-W,773538,HOV,21.141,1,d,7,W/O FAIRWAY DR,21,33.99513,-117.87881
SR60-E,773535,ML,21.141,4,a,7,W/O FAIRWAY DR,21,33.994885,-117.878772
SR60-W,773537,ML,21.141,4,d,7,W/O FAIRWAY DR,21,33.99513,-117.87881
I605-S,766930,HOV,21.262,1,d,7,VALLEY WB,R19.21,34.051776,-118.005858
I605-S,717947,ML,21.262,4,d,7,VALLEY 1,R19.21,34.051776,-118.005858
I10-W,762486,HOV,21.32,1,d,7,MARENGO,22.82,34.071793,-118.143409
I10-W,716091,ML,21.32,4,d,7,MARENGO,22.82,34.071793,-118.143409
I405-N,1209354,HOV,21.33,1,a,12,N OF 22,21.56,33.774475,-118.056034
I405-S,1209356,HOV,21.33,1,d,12,N OF 22,21.56,33.774196,-118.056082
I405-N,1209353,ML,21.33,6,a,12,N OF 22,21.56,33.774475,-118.056034
I405-S,1209355,ML,21.33,6,d,12,N OF 22,21.56,33.774196,-118.056082
I605-S,766936,HOV,21.349,1,d,7,VALLEY 2,R19.297,34.052932,-118.005202
I605-S,766937,ML,21.349,4,d,7,VALLEY 2,R19.297,34.052932,-118.005202
US50-W,315915,HOV,21.37,1,d,3,SB Hazel Ave.,15.7,38.630481,-121.218031
US50-W,313080,ML,21.37,3,d,3,SB Hazel Ave.,15.7,38.630481,-121.218031
I10-E,762449,HOV,21.41,1,a,7,MARENGO,22.91,34.071251,-118.141723
I10-E,716092,ML,21.41,4,a,7,MARENGO,22.91,34.071251,-118.141723
I605-N,762643,HOV,21.417,1,a,7,VALLEY 1,R19.365,34.053746,-118.004464
I605-N,716834,ML,21.417,4,a,7,VALLEY 1,R19.365,34.053746,-118.004464
US50-W,315914,HOV,21.47,1,d,3,NB Hazel Ave.,15.8,38.631299,-121.216481
US50-W,313082,ML,21.47,3,d,3,NB Hazel Ave.,15.8,38.631299,-121.216481
SR91-W,1213778,HOV,21.543,1,d,12,HARBOR 1,3.13,33.853907,-117.926204
SR91-W,1203718,ML,21.543,4,d,12,HARBOR 1,3.13,33.853907,-117.926204
I605-N,762645,HOV,21.554,1,a,7,VALLEY 2,R19.502,34.05556,-118.003436
I605-N,717945,ML,21.554,4,a,7,VALLEY 2,R19.502,34.05556,-118.003436
I405-N,1209373,HOV,21.68,1,a,12,LAMPSON,21.91,33.774467,-118.062148
I405-N,1209372,ML,21.68,6,a,12,LAMPSON,21.91,33.774467,-118.062148
US50-E,316280,HOV,21.754,1,a,3,Aerojet Rd,16.084,38.633436,-121.21189
US50-W,316281,HOV,21.754,1,d,3,Aerojet Rd,16.084,38.633637,-121.212023
US50-E,316271,ML,21.754,4,a,3,Aerojet Rd,16.084,38.633436,-121.21189
US50-W,316279,ML,21.754,4,d,3,Aerojet Rd,16.084,38.633637,-121.212023
